textid	text	target
13	Kugeza muri Mata uyu mwaka , abaturage basaga 3000 bari bamaze kwicwa bunyamaswa mu gihe abasaga ibihumbi 800 bavuye mu byabo .	VERB ADP PROPN PRON NOUN PUNCT NOUN VERB NUM VERB VERB VERB NOUN ADP NOUN VERB NOUN NUM VERB ADP PRON PUNCT
14	Umutwe wavutse mu burakari bw ' abaturage	NOUN VERB ADP NOUN PRON PUNCT NOUN
15	Uyu mutwe wakomotse ku burakari bw ' abaturage bari bamaze igihe binubira guhezwa no kutitabwaho na Guverinoma , nubwo batuye mu gace kinjiriza Leta akayabo .	PRON NOUN VERB ADP NOUN PRON PUNCT NOUN VERB VERB NOUN VERB VERB CCONJ VERB CCONJ NOUN PUNCT SCONJ VERB ADP NOUN VERB NOUN PRON PUNCT
16	Intara ya Cabo Delgado iherereye mu bilometero 1600 uvuye mu Murwa Mukuru Maputo , ikagira ubuso bwa kilometero kare 82 . 625 , bivuze ko ikubye gatatu ubuso bw ' u Rwanda .	NOUN PRON PROPN PROPN VERB ADP NOUN NUM VERB ADP NOUN ADJ PROPN PUNCT VERB NOUN PRON NOUN ADJ NUM PUNCT NUM PUNCT VERB SCONJ VERB ADJ NOUN PRON PUNCT DET PROPN PUNCT
17	Ni agace gatuwe n ' abasaga miliyoni ebyiri .	VERB NOUN VERB CCONJ PUNCT VERB NOUN PRON PUNCT
18	Iyo ntara ikora kuri Tanzania , ikagira imijyi itatu ikomeye irimo Pemba , Montepuez na Mocimboa da Praia .	PRON NOUN VERB ADP PROPN PUNCT VERB NOUN PRON VERB VERB PROPN PUNCT PROPN CCONJ PROPN PRON PROPN PUNCT
19	Uyu wa nyuma ni na wo inyeshyamba zimaze umwaka zigaruriye ku buryo ingabo za Leta zananiwe kubatsimbura .	PRON PRON ADV VERB CCONJ PRON NOUN VERB NOUN VERB ADP NOUN NOUN PRON NOUN VERB VERB PUNCT
20	Kubera gaz nyinshi iboneka muri Cabo Delgado , sosiyete y ' Abafaransa Total ni yo yahawe ikiraka cyo kuyicukura mu mushinga uzwi nka Liquid Natural Gas ( LNG ) .	SCONJ NOUN ADJ VERB ADP PROPN PROPN PUNCT NOUN PRON PUNCT NOUN PROPN VERB PRON VERB NOUN PRON VERB ADP NOUN VERB CCONJ NOUN ADJ NOUN PUNCT PROPN PUNCT PUNCT
21	Ni wo mushinga nk ' uwo ufite agaciro kanini muri Afurika kuko ubarirwa miliyari 60 z ' amadolari .	VERB PRON NOUN CCONJ PUNCT PRON VERB NOUN ADJ ADP PROPN SCONJ VERB NOUN NUM PRON PUNCT NOUN PUNCT
22	Abaturage batangiye binubira ko amafaranga ava muri iyo mishinga ikomeye , atagarurwa mu bikorwa remezo n ' iterambere muri Cabo Delgado , bagafata Leta nk ' umukoloni ugamije kubanyunyuza gusa .	NOUN VERB VERB SCONJ NOUN VERB ADP PRON NOUN VERB PUNCT VERB ADP NOUN ADJ CCONJ PUNCT NOUN ADP PROPN PROPN PUNCT VERB NOUN CCONJ PUNCT NOUN VERB VERB PRON PUNCT
23	Abarambiwe bafata intwaro .	VERB VERB NOUN PUNCT
24	Izo nyeshyamba ziyise al Shabab , ijambo ry ' Icyarabu risobanura """" abasore . """"	PRON NOUN VERB PROPN PROPN PUNCT NOUN PRON PUNCT NOUN VERB PUNCT NOUN PUNCT PUNCT
25	Nubwo biyita izina ry ' umutwe w ' iterabwoba usanzwe warayogoje amajyaruguru ya Afurika cyane cyane muri Somalia , nta ho bahuriye na mba .	SCONJ VERB NOUN PRON PUNCT NOUN PRON PUNCT NOUN VERB VERB NOUN PRON PROPN ADV ADV ADP PROPN PUNCT PART PRON VERB CCONJ NOUN PUNCT
26	Al Shabab yo muri Mozambique ifitanye umubano n ' umutwe w ' iterabwoba wa IS ukorera muri Iraq na Syria .	PROPN PROPN PRON ADP PROPN VERB NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN PRON PROPN VERB ADP PROPN CCONJ PROPN PUNCT
27	Batangiye gukorana na IS mu 2019 , kuva ubwo ufatwa nk ' ishami ryayo ryo muri Afurika yo hagati , ryiswe Islamic State Central Africa Province ( ISCAP ) .	VERB VERB CCONJ PROPN ADP NUM PUNCT VERB PRON VERB CCONJ PUNCT NOUN PRON PRON ADP PROPN PRON ADV PUNCT VERB PROPN NOUN ADJ PROPN NOUN PUNCT PROPN PUNCT PUNCT
28	Ubukana bwawo bwatangiye gushitura amahanga muri Werurwe uyu mwaka ubwo abasaga 12 bicwaga mu gitero cyagabwe mu Mujyi wa Palma .	NOUN PRON VERB VERB NOUN ADP PROPN PRON NOUN SCONJ VERB NUM VERB ADP NOUN VERB ADP NOUN PRON PROPN PUNCT
29	Mu bishwe harimo n ' abanyamahanga bituma byinshi mu bikorwa by ' amahanga muri ako gace bifunga imiryango harimo n ' umushinga wa Total .	ADP VERB VERB CCONJ PUNCT NOUN VERB ADJ ADP NOUN PRON PUNCT NOUN ADP PRON NOUN VERB NOUN VERB CCONJ PUNCT NOUN PRON PROPN PUNCT
30	Kuki ingabo za Leta zitabaje amahanga ?	PRON NOUN PRON NOUN VERB NOUN PUNCT
31	Inyeshyamba zayogoje Amajyaruguru ya Mozambique zikomeye cyane mu bijyanye n ' ibikoresho ariko inzobere mu bya gisirikare zivuga ko zifite imyitozo ihagije cyane cyane mu mirwano ibera mu duce tw ' imijyi dutuwe .	NOUN VERB NOUN PRON PROPN VERB ADV ADP VERB CCONJ PUNCT NOUN SCONJ NOUN ADP PRON ADJ VERB SCONJ VERB NOUN VERB ADV ADV ADP NOUN VERB ADP NOUN PRON PUNCT NOUN VERB PUNCT
32	Ni urubyiruko kandi ruterwa akanyabugabo n ' inyigisho z ' amahame akaze y ' idini ya Islam n ' ubuhezanguni bigishwa n ' indi mitwe y ' iterabwoba ikomeye ku Isi .	VERB NOUN CCONJ VERB NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN VERB PRON PUNCT NOUN PRON PROPN CCONJ PUNCT NOUN VERB CCONJ PUNCT PRON NOUN PRON PUNCT NOUN VERB ADP NOUN PUNCT
33	Icyakora , igisirikare cya Mozambique na cyo kivugwaho intege nke haba mu bikoresho no mu bumenyi bwatuma babasha gusubiza inyuma inyeshyamba nk ' izo , nubwo hari andi makuru avuga ko muri Cabo Delgado Leta itakunze koherezayo abasirikare bafite imyitozo ihagije .	ADV PUNCT NOUN PRON PROPN CCONJ PRON VERB NOUN ADJ VERB ADP NOUN CCONJ ADP NOUN VERB VERB VERB ADV NOUN CCONJ PUNCT PRON PUNCT SCONJ VERB PRON NOUN VERB SCONJ ADP PROPN PROPN NOUN VERB VERB NOUN VERB NOUN VERB PUNCT
34	Brigadier Ben Barry wo mu kigo International Institute for Strategic Studies ( IISS ) , yigeze kubwira BBC ko ikindi kigora ingabo za Leta ari amayeri y ' inyeshyamba za IS mu kurwanira ahantu hatuye abantu benshi nko mu mijyi , ari na byo Al Shabab ya Mozambique yatangije mu duce nka Palma na Mocimboa da Praia .	NOUN PROPN PROPN PRON ADP NOUN ADJ NOUN ADP ADJ NOUN PUNCT PROPN PUNCT PUNCT VERB VERB PROPN SCONJ PRON VERB NOUN PRON NOUN VERB NOUN PRON PUNCT NOUN PRON PROPN ADP VERB NOUN VERB NOUN ADJ CCONJ ADP NOUN PUNCT VERB CCONJ PRON DET PROPN PRON PROPN VERB ADP NOUN CCONJ PROPN CCONJ PROPN DET PROPN PUNCT
35	Yagize ati """" Kugira ngo utsinde mu ntambara yo mu mujyi bisaba ko ingabo za Guverinoma zigira imyitozo n ' imiyoborere yo ku rwego rwo hejuru .	VERB VERB PUNCT VERB SCONJ VERB ADP NOUN PRON ADP NOUN VERB SCONJ NOUN PRON NOUN VERB NOUN CCONJ PUNCT NOUN PRON ADP NOUN PRON ADV PUNCT
36	Ibyo ni byo bigaragaza intege nke z ' ingabo za Mozambique .	PRON VERB PRON VERB NOUN ADJ PRON PUNCT NOUN PRON PROPN PUNCT
37	Bafite ikibazo cyo kutabona abajyanama b ' inzobere mu bya gisirikare ndetse n ' ubushobozi bwo kurwanira mu kirere , intwaro zikomeye n ' imodoka z ' intambara . """"	VERB NOUN PRON VERB NOUN PRON PUNCT NOUN ADP PRON ADJ CCONJ CCONJ PUNCT NOUN PRON VERB ADP NOUN PUNCT NOUN VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PUNCT PUNCT
38	Guverinoma ya Mozambique imaze kubona ko yugarijwe , mu mpera z ' umwaka ushize yahaye ikiraka abajyanama 200 mu bya gisirikare bo mu kigo kigenga cyo mu Burusiya , Wagner Group .	NOUN PRON PROPN VERB VERB SCONJ VERB PUNCT ADP NOUN PRON PUNCT NOUN VERB VERB NOUN NOUN NUM ADP PRON ADJ PRON ADP NOUN ADJ PRON ADP PROPN PUNCT PROPN PROPN PUNCT
39	Iyo mikoranire yatangiye muri Nzeri 2020 nyuma yo guhabwa umugisha na Leta y ' u Burusiya .	PRON NOUN VERB ADP PROPN NUM ADV PRON VERB NOUN CCONJ NOUN PRON PUNCT DET PROPN PUNCT
40	Benshi mu bahawe icyo kiraka , bahoze mu mutwe udasanzwe w ' ingabo z ' u Burusiya .	ADJ ADP VERB PRON NOUN PUNCT VERB ADP NOUN VERB PRON PUNCT NOUN PRON PUNCT DET PROPN PUNCT
41	Ubudahangarwa bari bazanye bwashize ubwo bagabwaho ibitero bitandukanye n ' inyeshyamba zigahitana bamwe muri bo , biba ngombwa ko babivamo .	NOUN VERB VERB VERB ADV VERB NOUN VERB CCONJ PUNCT NOUN VERB PRON ADP PRON PUNCT VERB ADJ SCONJ VERB PUNCT
42	Muri Werurwe , igisirikare cya Amerika cyohereje itsinda ry ' abasirikare bo mu ngabo zidasanzwe bajya gutoza abo muri Mozambique .	ADP PROPN PUNCT NOUN PRON PROPN VERB NOUN PRON PUNCT NOUN PRON ADP NOUN VERB VERB VERB PRON ADP PROPN PUNCT
43	Portugal na yo yohereje abasirikare bake bo gutoza ingabo za Leta .	PROPN CCONJ PRON VERB NOUN ADJ PRON VERB NOUN PRON NOUN PUNCT
44	Mu ntangiriro , ntabwo Leta ya Mozambique yifuzaga ingabo z ' amahanga ku butaka bwayo ariko uko ikibazo cyarushagaho gukomera , byabaye ngombwa ko iva ku izima .	ADP NOUN PUNCT SCONJ NOUN PRON PROPN VERB NOUN PRON PUNCT NOUN ADP NOUN PRON SCONJ PRON NOUN VERB VERB PUNCT VERB ADJ SCONJ VERB ADP NOUN PUNCT
45	Mu byo yatinyaga mbere , harimo kuba ubusugire bwayo bwavogerwa n ' ishusho mbi bizayisigira mu mahanga .	ADP PRON VERB ADV PUNCT VERB VERB NOUN PRON VERB CCONJ PUNCT NOUN ADJ VERB ADP NOUN PUNCT
46	Icyakora mu kwezi gushize ubwo igihugu cyizihizaga umunsi w ' ubwigenge , Perezida Nyusi yavuze ko ingabo za SADC n ' iz ' ibihugu by ' inshuti zizabafasha guhashya inyeshyamba , gusa yizeza ko nta kindi bazakora kirenze kubafasha kugarura umutekano muri Cabo Delgado .	ADV ADP NOUN VERB SCONJ NOUN VERB NOUN PRON PUNCT NOUN PUNCT NOUN PROPN VERB SCONJ NOUN PRON PROPN CCONJ PUNCT PRON PUNCT NOUN PRON PUNCT NOUN VERB VERB NOUN PUNCT ADV VERB SCONJ PART PRON VERB VERB VERB VERB NOUN ADP PROPN PROPN PUNCT
47	Umunyamabanga Mukuru wa SADC , Stergomena Lawrence Tax , aherutse kuvuga ko ingabo zizajya muri Mozambique zizaba zifite inshingano zo kubungabunga amahiro n ' umutekano , kurinda abaturage .	NOUN ADJ PRON PROPN PUNCT PROPN PROPN PROPN PUNCT VERB VERB SCONJ NOUN VERB ADP PROPN VERB VERB NOUN PRON VERB NOUN CCONJ PUNCT NOUN PUNCT VERB NOUN PUNCT
48	Ku wa Gatatu tariki 7 Nyakanga , Tax yandikiye Umunyamabanga Mukuru wa Loni , Antonio Guterres amumenyesha iby ' ingabo za SADC zigiye gufasha iza Mozambique guhangana n ' imitwe y ' iterabwoba .	ADP PRON PRON NOUN NUM PROPN PUNCT PROPN VERB NOUN ADJ PRON PROPN PUNCT PROPN PROPN VERB PRON PUNCT NOUN PRON PROPN VERB VERB PRON PROPN VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PUNCT
49	Tax yavuze ko izo ngabo zizatangira imirimo yazo tariki 15 Nyakanga zikahamara amezi atatu ashobora kongerwa bitewe n ' uko ibintu bizaba byifashe .	PROPN VERB SCONJ PRON NOUN VERB NOUN PRON NOUN NUM PROPN VERB NOUN PRON VERB VERB VERB CCONJ PUNCT PRON NOUN VERB VERB PUNCT
50	Ntabwo umubare w ' ingabo zizoherezwa n ' ibihugu bya SADC bizabohereza biramenyekana , gusa muri Mata hari raporo y ' impuguke z ' uwo muryango yagiye hanze , igaragaza ko hakenewe ingabo 3000 zo kohereza muri Cabo Delgado .	SCONJ NOUN PRON PUNCT NOUN VERB CCONJ PUNCT NOUN PRON PROPN VERB VERB PUNCT SCONJ ADP PROPN VERB NOUN PRON PUNCT NOUN PRON PUNCT PRON NOUN VERB ADV PUNCT VERB SCONJ VERB NOUN NUM PRON VERB ADP PROPN PROPN PUNCT
51	Izo ngabo zizaba zifite inshingano zo gufasha Mozambique kurwanya iterabwoba n ' ibikorwa by ' ubuhezanguni muri iyo ntara .	PRON NOUN VERB VERB NOUN PRON VERB PROPN VERB NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN ADP PRON NOUN PUNCT
52	Tariki 28 Kamena , Inama y ' Abaminisitiri ya SADC yemeje ingengo y ' imari ya miliyari 12 z ' amadolari azakoreshwa n ' Umutwe w ' ingabo zidasanzwe z ' uwo muryango muri Mozambique .	NOUN NUM PROPN PUNCT NOUN PRON PUNCT NOUN PRON PROPN VERB NOUN PRON PUNCT NOUN PRON NOUN NUM PRON PUNCT NOUN VERB CCONJ PUNCT NOUN PRON PUNCT NOUN VERB PRON PUNCT PRON NOUN ADP PROPN PUNCT
53	Ayo mafaranga bavuze ko agomba kuboneka bitarenze tariki 9 Nyakanga 2021 .	PRON NOUN VERB SCONJ VERB VERB VERB NOUN NUM PROPN NUM PUNCT
54	Raporo y ' impuguke za SADC zabanje kujya gukora isesengura muri Cabo Delgado , yagaragaje ko kugira ngo Mozambique ibashe gutsinda intambara zisubirane umujyi wa Macimboa da Praia , bakeneye ibikoresho , ubutasi bukomeye n ' ingabo zihagije .	NOUN PRON PUNCT NOUN PRON PROPN VERB VERB VERB NOUN ADP PROPN PROPN PUNCT VERB SCONJ VERB SCONJ PROPN VERB VERB NOUN VERB NOUN PRON PROPN ADP PROPN PUNCT VERB NOUN PUNCT NOUN VERB CCONJ PUNCT NOUN VERB PUNCT
55	Iyo raporo yavuze ko hakenewe ingabo zo mu mutwe udasanzwe zihangana n ' ibitero by ' inyeshyamba zinjirira mu nyanja y ' Abahinde , ubwato bugendera munsi y ' amazi , ingabo zirwanira mu kirere , kajugujugu esheshatu z ' intambara , indege enye zitwara ibikoresho , ubwato bubiri bushinzwe gucunga na drones ebyiri z ' ubutasi .	PRON NOUN VERB SCONJ VERB NOUN PRON ADP NOUN VERB VERB CCONJ PUNCT NOUN PRON PUNCT NOUN VERB ADP NOUN PRON PUNCT NOUN PUNCT NOUN VERB NOUN PRON PUNCT NOUN PUNCT NOUN VERB ADP NOUN PUNCT VERB PRON PRON PUNCT NOUN PUNCT NOUN PRON VERB NOUN PUNCT NOUN PRON VERB VERB CCONJ NOUN PRON PRON PUNCT NOUN PUNCT
56	Ntabwo Mozambique iratangaza uburyo izo ngabo za SADC zizakorana n ' izivuye mu bindi bihugu birimo u Rwanda rwamaze kohereza izarwo .	PART PROPN VERB NOUN PRON NOUN PRON PROPN VERB CCONJ PUNCT VERB ADP PRON NOUN VERB DET PROPN VERB VERB NOUN PUNCT
57	Inshingano zihariye za buri ngabo na zo ntabwo zirashyirwa hanze .	NOUN VERB PRON PRON NOUN CCONJ PRON PART VERB ADV PUNCT
58	Intambara irenze iy ' amasasu	NOUN VERB PRON PUNCT NOUN
59	Kubera agace intara ya Cabo Delgado iherereyemo no kuba ikora ku nyanja , yakunze kuba icyambu cy ' ubucuruzi bwa magendu burimo ibiyobyabwenge , icuruzwa ry ' abantu n ' ibindi birimo n ' ingingo z ' abantu .	SCONJ NOUN NOUN PRON PROPN PROPN VERB CCONJ VERB VERB ADP NOUN PUNCT VERB VERB NOUN PRON PUNCT NOUN PRON ADJ VERB NOUN PUNCT NOUN PRON PUNCT NOUN CCONJ PUNCT PRON VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PUNCT
60	Urugero , abantu bishwe muri Palma muri Werurwe uyu mwaka , bagiye bagaragara ingingo zabo zimwe zirimo n ' imitwe nta yiriho , bigakekwa ko yagiye ijyanwa kugurishwa .	NOUN PUNCT NOUN VERB ADP PROPN ADP PROPN PRON NOUN PUNCT VERB VERB NOUN PRON PRON VERB CCONJ PUNCT NOUN PART VERB PUNCT VERB SCONJ VERB VERB VERB PUNCT
61	Kubera ko iyo ntara iri kure y ' umurwa mukuru no kuba Leta itarakunze kuhitaho cyane , byagiye bituma ruswa iba nyinshi hagati y ' abayobozi b ' inzego z ' ibanze n ' abanyabyaha bakorera muri ako gace ari na byo byorohereza inyeshyamba .	SCONJ SCONJ PRON NOUN VERB ADV PRON PUNCT NOUN ADJ CCONJ VERB NOUN VERB VERB ADV PUNCT VERB VERB NOUN VERB ADJ ADV PRON PUNCT NOUN PRON PUNCT NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN VERB ADP PRON NOUN VERB CCONJ PRON VERB NOUN PUNCT
62	Icyakora hari abasesenguzi babona ikibazo cya Cabo Delgado nk ' ikitazakemurwa n ' intambara kurusha amayeri yo kwigarurira abaturage .	SCONJ VERB NOUN VERB NOUN PRON PROPN PROPN CCONJ PUNCT VERB CCONJ PUNCT NOUN VERB NOUN PRON VERB NOUN PUNCT
63	Tekiniki inyeshyamba zo muri Mozambique zikoresha zigaba ibitero , ni yo ikoreshwa na IS yo kwica bunyamaswa abasivile .	NOUN NOUN PRON ADP PROPN VERB VERB NOUN PUNCT VERB PRON VERB CCONJ PROPN PRON VERB ADV NOUN PUNCT
64	Ibyo bitandukanye n ' amayeri nka Al Qaeda ikoresha yo kurobanura ikamenya abo yica n ' abo itica kuko gukomera kwayo gushingira ku mubano mwiza n ' abaturage b ' agace yagezemo .	PRON VERB CCONJ PUNCT NOUN CCONJ PROPN PROPN VERB PRON VERB VERB PRON VERB CCONJ PUNCT PRON VERB SCONJ VERB PRON VERB ADP NOUN ADJ CCONJ PUNCT NOUN PRON PUNCT NOUN VERB PUNCT
65	Ikigaragaza ko nta mpuhwe inyeshyamba za Mozambique zifitiye abaturage , ni ubugome bakoresha mu kubica kugeza nk ' aho mu gitero cyo muri Werurwe , bishe umwana w ' imyaka 11 bakamwicira mu maso ya nyina .	VERB SCONJ PART NOUN NOUN PRON PROPN VERB NOUN PUNCT VERB NOUN VERB ADP VERB VERB CCONJ PUNCT PRON ADP NOUN PRON ADP PROPN PUNCT VERB NOUN PRON PUNCT NOUN NUM VERB ADP NOUN PRON NOUN PUNCT
66	BBC yatangaje ko byakorohera Leta kumvisha abaturage ububi bw ' uwo mutwe ariko ikabijyanisha no kubaha ibyo basabaga ubwo batangiraga kwivumbura .	PROPN VERB SCONJ VERB NOUN VERB NOUN NOUN PRON PUNCT PRON NOUN SCONJ VERB CCONJ VERB PRON VERB ADV VERB VERB PUNCT
67	Ibyo abatuye Cabo Delgado basabaga ni uguhabwa ibikorwa ibikorwa by ' iterambere nk ' amashuri , imihanda , imirimo n ' ibindi bituma babona ko bitaweho .	PRON NOUN PROPN PROPN VERB VERB NOUN NOUN NOUN PRON PUNCT NOUN CCONJ PUNCT NOUN PUNCT NOUN PUNCT NOUN CCONJ PUNCT PRON VERB VERB SCONJ VERB PUNCT
68	Ibyo ngo bizatuma bagarukira Leta .	PRON SCONJ VERB VERB NOUN PUNCT
69	Urugero rutangwa ni urwo mu 2007 ubwo umutwe wa Al Qaeda wakoraga amakosa utera ubwoba abaturage b ' aba - Sunni mu ntara ya Anbar muri Iraq .	NOUN VERB VERB PRON ADP NUM SCONJ NOUN PRON DET PROPN VERB NOUN VERB NOUN NOUN PRON PUNCT NOUN NOUN NOUN ADP NOUN PRON PROPN ADP PROPN PUNCT
70	Icyo gihe abagabo bo muri ako gace batangiye gutotezwa n ' inyeshyamba , baba bakoze amakosa yoroheje nko kunywa itabi , bagacibwa intoki .	PRON NOUN NOUN PRON ADP PRON NOUN VERB VERB CCONJ PUNCT NOUN PUNCT VERB VERB NOUN VERB PRON VERB NOUN PUNCT VERB NOUN PUNCT
71	Byarakaje abaturage , byorohera ingabo za Leta zibifashijwemo n ' igisirikare cya Amerika kwigarurira imitima y ' abaturage .	VERB NOUN PUNCT VERB NOUN PRON NOUN VERB CCONJ PUNCT NOUN PRON PROPN VERB NOUN PRON PUNCT NOUN PUNCT
72	Byatumye abaturage bahindukirana al Qaeda barayamagana , aho umusirikare wayo anyuze bagatunga agatoki ku buryo uwo mutwe watsinsuwe mu buryo bworoshye .	VERB NOUN VERB PROPN PROPN VERB PUNCT PRON NOUN PRON VERB VERB NOUN ADP NOUN PRON NOUN VERB ADP NOUN VERB PUNCT
73	Huye : Miliyoni 98 Frw zimaze gucibwa abarenze ku mabwiriza yo kwirinda Covid - 19 .	PROPN PUNCT NOUN NUM SYM VERB VERB VERB ADP NOUN PRON VERB PROPN PUNCT NUM PUNCT
74	Umuyobozi w ' Akarere ka Huye , Sebutege Ange , yavuze ko muri rusange abanye - Huye bubahiriza amabwiriza yashyizweho yo kwirinda Covid - 19 ariko hari abagiye bafatwa bayarenzeho , bahabwa ibihano .	NOUN PRON PUNCT NOUN PRON PROPN PUNCT PROPN PROPN PUNCT VERB SCONJ ADP NOUN NOUN PUNCT PROPN VERB NOUN VERB PRON VERB PROPN PUNCT NUM SCONJ VERB VERB VERB VERB PUNCT VERB NOUN PUNCT
75	Bose hamwe bamaze gucibwa amande agera kuri miliyoni 98 Frw .	PRON PRON VERB VERB NOUN VERB ADP NOUN NUM SYM PUNCT
76	Ati """" Kuva Covid - 19 yagera mu Rwanda abarenze ku mabwiriza bamaze gucibwa amande angana n ' amafaranga miliyoni 98 Frw .	VERB PUNCT VERB PROPN PUNCT NUM VERB ADP PROPN VERB ADP NOUN VERB VERB NOUN VERB CCONJ PUNCT NOUN NOUN NUM SYM PUNCT
77	Ayo ni amafaranga baba bakwiye gukoresha mu bibateza imbere ariko kubera kutubahiriza amabwiriza , ibihano bigomba kubaho . """"	PRON VERB NOUN VERB VERB VERB ADP VERB ADV SCONJ SCONJ VERB NOUN PUNCT NOUN VERB VERB PUNCT PUNCT
78	Sebutege yavuze ko ikigamijwe atari uguhana ahubwo ari ugukangurira abantu kwirinda icyorezo no kubibutsa ko icya mbere ari ukugira ubuzima bwiza .	PROPN VERB SCONJ VERB VERB NOUN SCONJ VERB NOUN NOUN VERB NOUN CCONJ VERB SCONJ NOUN ADV VERB NOUN NOUN ADJ PUNCT
79	Yavuze ko kugeza kuri uyu wa Gatatu imibare igaragaza ko abafite ubwandu bwa Covid - 19 mu Karere ka Huye ari abantu 127 naho abo imaze guhitana ari 19 .	VERB SCONJ VERB ADP PRON PRON PRON NOUN VERB SCONJ VERB NOUN PRON PROPN PUNCT NUM ADP NOUN PRON PROPN VERB NOUN NUM CCONJ PRON VERB VERB VERB NUM PUNCT
80	Abahanwe ni abafatiwe mu makosa arimo gufungura utubari , gucururiza inzoga muri restaurant bakazihindura utubari , gutinda gutaha ku masaha yagenwe , kwambara nabi agapfukamunwa , gukora ibirori bitemewe , guhindura ingo utubari n ' andi .	VERB VERB VERB ADP NOUN VERB VERB NOUN PUNCT VERB NOUN ADP NOUN VERB NOUN PUNCT VERB VERB ADP NOUN VERB PUNCT VERB ADJ NOUN PUNCT VERB NOUN VERB PUNCT VERB PRON NOUN CCONJ PUNCT PRON PUNCT
81	Sebutege yongeye gusaba abaturage gushyira mu bikorwa amabwiriza yo kwirinda icyo cyorezo kuko ari yo ntwaro yonyine ihari muri iki gihe yo kugitsinda .	PROPN VERB VERB NOUN VERB ADP NOUN NOUN PRON VERB PRON NOUN SCONJ VERB PRON NOUN PRON VERB ADP PRON NOUN PRON VERB PUNCT
